"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"142","b","y","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"7681","b","f","w","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"644","f","y","n","TRUE","a","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","e"
"3371","f","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","e"
"1203","b","s","w","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1712","x","f","g","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","e"
"7182","f","y","c","TRUE","n","FALSE","c","b","w","e","b","s","s","w","w","p","w","t","p","w","y","e"
"2086","f","f","g","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","k","s","e"
"3241","f","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","e"
"8043","x","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","o","o","p","b","c","e"
"2986","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","k","y","e"
"2906","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","k","v","e"
"425","x","s","w","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"2583","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","n","v","e"
"2749","x","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","n","y","e"
"7336","k","s","g","FALSE","n","FALSE","w","b","p","e","?","s","s","w","w","p","w","t","p","w","n","e"
"1819","f","s","w","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","n","s","e"
"2276","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","p","p","w","o","p","n","y","e"
"2642","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","n","v","e"
"3476","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","k","y","e"
"3411","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","e"
"5629","x","y","e","TRUE","n","FALSE","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","e"
"6661","b","f","g","FALSE","n","FALSE","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","e"
"3252","f","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","n","v","e"
"2916","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","n","v","e"
"427","f","y","n","TRUE","a","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","e"
"3093","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","n","y","e"
"1391","x","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","k","y","e"
"1150","f","s","n","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","k","a","e"
"5136","k","y","b","TRUE","n","FALSE","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","e"
"2849","f","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","y","e"
"2394","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","v","e"
"469","b","y","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"723","f","s","y","TRUE","l","FALSE","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1409","f","s","g","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","e"
"2469","x","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","k","y","e"
"1249","f","f","g","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","k","a","e"
"2871","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","k","v","e"
"504","b","s","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"1336","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","k","y","e"
"1839","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","e"
"2443","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","k","y","e"
"598","b","y","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"988","x","s","w","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","n","a","e"
"128","f","f","g","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","e"
"2236","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","y","e"
"1431","x","s","n","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","s","e"
"3155","f","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","k","y","e"
"3190","f","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","e"
"3297","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","k","y","e"
"1041","x","y","y","TRUE","a","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","e"
"618","b","y","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"3533","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","k","y","e"
"3884","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","n","y","e"
"308","x","s","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"522","b","s","w","TRUE","l","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","k","s","e"
"980","f","f","g","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","e"
"7042","f","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","o","o","p","n","v","e"
"1559","f","s","g","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","e"
"5732","x","s","b","TRUE","n","FALSE","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","e"
"1327","b","s","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"583","x","y","w","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"2566","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","p","p","w","o","p","k","y","e"
"344","f","f","y","TRUE","a","FALSE","w","n","p","t","b","s","s","w","w","p","w","o","p","n","v","e"
"107","x","y","y","TRUE","a","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","e"
"4125","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","p","p","w","o","p","k","v","e"
"2473","x","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","k","v","e"
"6753","b","f","g","FALSE","n","FALSE","w","b","w","e","?","s","s","w","w","p","w","t","p","w","s","e"
"5894","k","y","n","TRUE","n","FALSE","c","b","e","e","?","s","s","w","w","p","w","t","e","w","c","e"
"5950","x","y","n","FALSE","n","FALSE","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","e"
"4534","x","y","u","FALSE","n","FALSE","c","n","h","e","?","s","f","w","w","p","w","o","f","h","v","e"
"230","b","s","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"4697","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","n","y","e"
"1869","x","s","n","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","e"
"231","x","f","g","FALSE","n","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","k","y","e"
"5145","x","s","e","TRUE","n","FALSE","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","e"
"5692","f","y","p","TRUE","n","FALSE","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","e"
"327","x","s","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"5422","x","s","e","TRUE","n","FALSE","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","e"
"1083","b","s","y","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1717","x","y","w","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"2174","x","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","w","p","w","o","p","k","v","e"
"1760","x","s","g","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1001","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","k","y","e"
"7006","k","s","w","FALSE","n","FALSE","w","b","p","e","?","k","s","w","w","p","w","t","p","w","s","e"
"7005","k","s","w","FALSE","n","FALSE","w","b","g","e","?","k","k","w","w","p","w","t","p","w","n","e"
"212","b","s","w","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"958","x","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","k","v","e"
"1906","f","f","n","FALSE","n","FALSE","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","e"
"2416","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","k","y","e"
"762","f","y","n","TRUE","l","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","k","y","e"
"267","f","s","g","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","k","a","e"
"8070","k","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","n","o","p","n","c","e"
"489","x","y","n","TRUE","l","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"2823","x","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","n","y","e"
"3051","f","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","k","y","e"
"903","x","s","n","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","k","s","e"
"2054","f","s","w","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","n","a","e"
"3500","f","y","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","g","p","w","o","p","n","v","e"
"1247","f","s","g","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","e"
"2462","f","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","e"
"608","f","y","n","TRUE","a","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","e"
"4863","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","n","v","e"
"364","f","y","n","TRUE","a","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","e"
"1965","f","s","w","FALSE","n","FALSE","w","b","h","t","e","f","f","w","w","p","w","o","e","n","a","e"
"2429","f","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","k","y","e"
"6510","x","f","w","FALSE","n","FALSE","w","b","p","e","?","k","s","w","w","p","w","t","p","w","n","e"
"3946","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","n","v","e"
"3824","x","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","y","e"
"155","x","s","w","TRUE","a","FALSE","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","e"
"2268","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","n","v","e"
"3393","x","y","n","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","e"
"5179","x","y","c","FALSE","n","FALSE","w","n","w","e","b","f","f","w","n","p","w","o","e","w","v","e"
"1792","f","s","w","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","e"
"2117","x","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","k","y","e"
"513","x","f","w","TRUE","a","FALSE","w","n","n","t","b","s","s","w","w","p","w","o","p","u","v","e"
"3518","f","y","n","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","k","y","e"
"7586","x","s","g","FALSE","n","FALSE","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","e"
"609","x","s","w","TRUE","l","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"2602","f","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","k","y","e"
"2419","x","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","k","y","e"
"198","x","s","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"151","x","y","w","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"3449","x","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","w","g","p","w","o","p","n","v","e"
"1568","x","s","w","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1532","f","s","w","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","s","e"
"3316","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","n","v","e"
"7529","b","f","g","FALSE","n","FALSE","w","b","g","e","?","k","k","w","w","p","w","t","p","w","s","e"
"2442","x","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","e"
"6143","b","f","w","FALSE","n","FALSE","w","b","g","e","?","s","s","w","w","p","w","t","p","w","n","e"
"7501","x","f","w","FALSE","n","FALSE","w","b","w","e","?","k","k","w","w","p","w","t","p","w","s","e"
"5705","k","y","e","TRUE","n","FALSE","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","e"
"1093","f","f","g","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","n","a","e"
"1086","f","f","g","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","s","e"
"2834","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","k","y","e"
"2312","f","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","e"
"4128","f","y","n","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","k","y","e"
"3290","f","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","k","y","e"
"4946","k","s","p","TRUE","n","FALSE","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","e"
"1979","f","f","n","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","e"
"5862","x","s","e","TRUE","n","FALSE","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","e"
"3102","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","k","y","e"
"2881","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","w","p","w","o","p","n","v","e"
"2995","x","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","w","w","p","w","o","p","k","v","e"
"1285","x","f","n","FALSE","n","FALSE","w","b","n","t","e","f","s","w","w","p","w","o","e","k","a","e"
"3744","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","w","p","w","o","p","n","v","e"
"602","x","y","n","TRUE","l","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","e"
"1291","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","g","g","p","w","o","p","k","v","e"
"1315","b","y","y","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"178","b","y","y","TRUE","a","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2752","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","p","p","w","o","p","n","y","e"
"3341","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","y","e"
"1650","x","f","n","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","e"
"683","x","f","y","TRUE","a","FALSE","w","n","w","t","b","s","s","w","w","p","w","o","p","u","v","e"
"1293","x","f","w","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","e"
"153","x","y","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"6039","b","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","n","o","p","n","c","e"
"632","b","y","y","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"2919","x","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","e"
"1175","x","f","g","FALSE","n","FALSE","c","n","g","e","e","s","s","w","w","p","w","o","p","k","v","e"
"697","b","s","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"3586","f","y","g","TRUE","n","FALSE","c","b","w","t","b","s","s","w","g","p","w","o","p","k","v","e"
"7742","x","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","o","o","p","y","c","e"
"3528","f","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","k","v","e"
"7613","b","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","o","o","p","n","c","e"
"1457","x","s","w","FALSE","n","FALSE","w","b","n","t","e","s","s","w","w","p","w","o","e","n","a","e"
"881","f","f","w","TRUE","a","FALSE","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1469","f","f","g","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","k","a","e"
"4789","f","y","n","TRUE","n","FALSE","c","b","n","t","b","s","s","p","w","p","w","o","p","n","v","e"
"2827","x","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","k","v","e"
"7367","k","s","n","FALSE","n",NA,"c","b","o","e","?","s","s","o","o","p","o","o","p","o","c","e"
"870","x","s","y","TRUE","l","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1193","x","f","e","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","n","v","e"
"5535","f","y","n","TRUE","n","FALSE","c","b","e","e","?","s","s","w","e","p","w","t","e","w","c","e"
"1021","f","f","n","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","n","a","e"
"1570","f","s","n","FALSE","n","FALSE","w","b","n","t","e","s","f","w","w","p","w","o","e","n","a","e"
"824","x","s","w","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"961","x","f","n","FALSE","n","FALSE","w","b","n","t","e","f","f","w","w","p","w","o","e","k","a","e"
"3530","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","w","w","p","w","o","p","k","y","e"
"145","x","y","y","TRUE","a","FALSE","c","b","k","e","c","s","s","w","w","p","w","o","p","k","n","e"
"668","x","y","y","TRUE","l","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","e"
"3068","f","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","g","p","w","o","p","k","y","e"
"2447","x","f","n","TRUE","n","FALSE","c","b","w","t","b","s","s","p","g","p","w","o","p","k","v","e"
"1047","x","f","g","FALSE","n","FALSE","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","e"
"3215","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","e"
"794","x","s","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"161","b","s","y","TRUE","l","FALSE","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"5488","x","y","e","TRUE","n","FALSE","c","b","w","e","?","s","s","w","e","p","w","t","e","w","c","e"
"2295","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","p","g","p","w","o","p","n","y","e"
"2725","f","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","k","v","e"
"908","x","f","g","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","n","s","e"
"577","x","f","n","FALSE","n","FALSE","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","e"
"68","f","y","y","TRUE","a","FALSE","c","b","w","e","r","s","y","w","w","p","w","o","p","n","s","e"
"152","x","s","n","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","e"
"992","x","s","g","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","e"
"3225","x","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","n","v","e"
"7499","x","s","w","FALSE","n","FALSE","w","b","p","e","?","k","s","w","w","p","w","t","p","w","s","e"
"1139","f","f","w","FALSE","n","FALSE","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","e"
"2053","x","s","n","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","n","s","e"
"91","x","f","n","FALSE","n","FALSE","c","n","n","e","e","s","s","w","w","p","w","o","p","n","y","e"
"2507","x","y","e","TRUE","n","FALSE","c","b","p","t","b","s","s","p","w","p","w","o","p","n","y","e"
"926","x","s","n","FALSE","n","FALSE","w","b","h","t","e","f","s","w","w","p","w","o","e","n","a","e"
"348","x","s","y","TRUE","a","FALSE","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1318","x","f","n","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","y","e"
"1776","x","f","w","FALSE","n","FALSE","w","b","p","t","e","s","s","w","w","p","w","o","e","k","a","e"
"2108","x","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","p","p","w","o","p","k","y","e"
"3226","f","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","y","e"
"3107","f","f","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","g","p","w","o","p","k","y","e"
"2411","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","k","v","e"
"1728","f","s","n","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","k","s","e"
"5464","k","s","e","TRUE","n","FALSE","c","b","e","e","?","s","s","e","w","p","w","t","e","w","c","e"
"3386","x","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","k","v","e"
"3124","x","y","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","g","p","w","o","p","k","v","e"
"703","x","y","y","TRUE","l","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"1916","f","y","y","TRUE","l","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","n","y","e"
"1308","f","s","w","FALSE","n","FALSE","w","b","k","t","e","s","f","w","w","p","w","o","e","n","s","e"
"2229","x","y","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","k","y","e"
"3639","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","n","y","e"
"2059","x","f","w","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","e"
"2553","f","f","n","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","n","v","e"
"5054","f","y","b","TRUE","n","FALSE","c","b","w","e","?","s","s","e","w","p","w","t","e","w","c","e"
"1236","f","f","g","FALSE","n","FALSE","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","e"
"7594","k","s","w","FALSE","n","FALSE","w","b","p","e","?","s","k","w","w","p","w","t","p","w","s","e"
"2618","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","n","y","e"
"7360","x","f","w","FALSE","n","FALSE","w","b","p","e","?","k","k","w","w","p","w","t","p","w","s","e"
"3007","f","f","e","TRUE","n","FALSE","c","b","u","t","b","s","s","g","p","p","w","o","p","n","v","e"
"1234","x","f","w","FALSE","n","FALSE","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","e"
"3050","x","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","k","v","e"
"5336","x","y","c","FALSE","n","FALSE","w","n","w","e","b","f","s","w","n","p","w","o","e","w","v","e"
"1266","f","s","w","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","n","a","e"
"2136","x","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","n","y","e"
"2822","x","f","g","TRUE","n","FALSE","c","b","p","t","b","s","s","g","p","p","w","o","p","n","y","e"
"2424","f","f","g","TRUE","n","FALSE","c","b","n","t","b","s","s","p","p","p","w","o","p","n","y","e"
"2650","x","f","g","TRUE","n","FALSE","c","b","u","t","b","s","s","g","g","p","w","o","p","k","y","e"
"1274","f","f","n","FALSE","n","FALSE","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","e"
"5418","x","s","n","TRUE","n","FALSE","c","b","e","e","?","s","s","e","e","p","w","t","e","w","c","e"
"2041","f","f","g","TRUE","n","FALSE","c","b","w","t","b","s","s","p","w","p","w","o","p","n","y","e"
"1223","x","f","g","FALSE","n","FALSE","w","b","k","t","e","f","f","w","w","p","w","o","e","n","a","e"
"906","f","f","w","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","k","s","e"
"5388","f","s","p","TRUE","n","FALSE","c","b","w","e","?","s","s","e","e","p","w","t","e","w","c","e"
"459","f","y","y","TRUE","a","FALSE","c","b","n","e","r","s","y","w","w","p","w","o","p","k","y","e"
"7702","f","s","n","FALSE","n",NA,"c","b","y","e","?","s","s","o","o","p","o","o","p","b","v","e"
"505","b","y","y","TRUE","a","FALSE","c","b","w","e","c","s","s","w","w","p","w","o","p","n","s","e"
"2116","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","g","g","p","w","o","p","n","y","e"
"3140","f","y","g","TRUE","n","FALSE","c","b","u","t","b","s","s","p","w","p","w","o","p","n","y","e"
"1974","x","f","n","TRUE","n","FALSE","c","b","p","t","b","s","s","w","w","p","w","o","p","k","y","e"
"2016","f","s","g","FALSE","n","FALSE","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","e"
"303","x","s","y","TRUE","l","FALSE","w","n","w","t","b","s","s","w","w","p","w","o","p","n","v","e"
"856","f","y","n","TRUE","l","FALSE","c","b","p","e","r","s","y","w","w","p","w","o","p","k","s","e"
"1851","f","f","e","TRUE","n","FALSE","c","b","n","t","b","s","s","w","p","p","w","o","p","k","v","e"
"3025","f","y","e","TRUE","n","FALSE","c","b","w","t","b","s","s","g","p","p","w","o","p","n","y","e"
"3203","f","y","e","TRUE","n","FALSE","c","b","u","t","b","s","s","g","w","p","w","o","p","n","y","e"
"7544","k","s","n","FALSE","n",NA,"c","b","n","e","?","s","s","o","o","p","o","o","p","b","v","e"
